,epi_len,epi_rew,total_step,ave_loss
505,88.0,-7.551196010668622,44528.0,0.018689508359371262
506,88.0,-5.85449097933958,44616.0,0.019587096652354707
507,88.0,1.9086164537826602,44704.0,0.011583516501228918
508,88.0,0.3938645461461796,44792.0,0.03205150397579101
509,88.0,-0.9844319160191874,44880.0,0.015022303750315174
510,88.0,-11.20085892379834,44968.0,0.025694481922652234
511,88.0,-3.0724598141918174,45056.0,0.012778376366689125
512,88.0,-4.607776308843698,45144.0,0.04087783641774546
513,88.0,-3.5328281474217293,45232.0,0.01652130370282314
514,88.0,-7.080302481426314,45320.0,0.022669025061821394
515,88.0,-6.993386031232462,45408.0,0.00993994213852354
516,88.0,-6.079342058133524,45496.0,0.028645223662765187
517,88.0,-7.1680260110685285,45584.0,0.011484185000881553
518,88.0,-10.408271408703335,45672.0,0.027986974159086294
519,88.0,0.929764912035602,45760.0,0.013902505616318773
520,88.0,5.659133577040487,45848.0,0.018466028437780387
521,88.0,-9.761598467469451,45936.0,0.018210133516483686
522,88.0,-0.33765457272437605,46024.0,0.010826853336766362
523,88.0,-1.0205760731521785,46112.0,0.023066369097002527
524,88.0,4.7142956493199675,46200.0,0.010655989743430506
525,88.0,-5.857657262169247,46288.0,0.027494650990278882
526,88.0,-15.584635139541708,46376.0,0.02040762016126378
527,88.0,-8.176319383682012,46464.0,0.01598803267221559
528,88.0,-2.228330828573089,46552.0,0.025416584643111986
529,88.0,1.4143426847934812,46640.0,0.01294651369310238
530,88.0,-1.4782812203447961,46728.0,0.037339801603758875
531,88.0,-5.256291955881909,46816.0,0.014374149074269966
532,88.0,-3.5997946510944727,46904.0,0.012624124065041542
533,88.0,-1.311392551958782,46992.0,0.029360874979333443
534,88.0,-8.108148630203935,47080.0,0.01709481093778529
535,88.0,-4.43525232489356,47168.0,0.0227666209790517
536,88.0,-11.689440495247785,47256.0,0.02120997430756688
537,88.0,-2.607778559073696,47344.0,0.03025582776701247
538,88.0,-2.3666374284152587,47432.0,0.034696821377358654
539,88.0,-12.974600033937817,47520.0,0.015785420144146137
540,88.0,-0.6699419740524342,47608.0,0.013994878380220722
541,88.0,-5.768009744886991,47696.0,0.022660217840563168
542,88.0,-5.287873148043219,47784.0,0.025975795854306358
543,88.0,-0.2328362861174107,47872.0,0.04047437293709002
544,88.0,-3.756994712930043,47960.0,0.019652084807272662
545,88.0,1.4408540904679277,48048.0,0.016918537926606157
546,88.0,3.7109487702764667,48136.0,0.012281769981861791
547,88.0,-5.285377919141049,48224.0,0.030765987996181302
548,88.0,-5.164055170622196,48312.0,0.01191656431183219
549,88.0,4.366029965232023,48400.0,0.009571172550997951
550,88.0,-1.4258466411935007,48488.0,0.02540730615146458
551,88.0,-4.70923320174567,48576.0,0.024114581121301108
552,88.0,1.6972786680136043,48664.0,0.016412536846473813
553,88.0,-6.7423091228194,48752.0,0.016157082948749037
554,88.0,2.6403037841168704,48840.0,0.033240100665187296
555,88.0,4.473028576878724,48928.0,0.02817808015441353
556,88.0,0.36743270973727205,49016.0,0.010766886915503577
557,88.0,2.572085190371107,49104.0,0.01614971882240339
558,88.0,-0.24528351209677268,49192.0,0.01606618568555198
559,88.0,-1.9075554710065346,49280.0,0.030315355059098114
560,88.0,-8.940909765898724,49368.0,0.014606555754488165
561,88.0,2.6657455331181925,49456.0,0.01843703610145233
562,88.0,-7.8651164879721245,49544.0,0.0149369967085394
563,88.0,-4.557502451352073,49632.0,0.01991903455927968
564,88.0,-5.705634553581237,49720.0,0.012848474434576929
565,88.0,-0.793784885654877,49808.0,0.016024871517650106
566,88.0,0.18759498078768422,49896.0,0.015456100629473274
567,88.0,-9.85380352410023,49984.0,0.045247907686809245
568,88.0,0.8031411953708691,50072.0,0.026214434765279293
569,88.0,-5.535757993222559,50160.0,0.027424832869490438
570,88.0,-4.719786171550297,50248.0,0.017864337444982746
571,88.0,0.899893467208853,50336.0,0.022376455684107812
572,88.0,-0.5498838312009482,50424.0,0.01761695737315511
573,88.0,-4.046232535666315,50512.0,0.013015277429737827
574,88.0,-3.7530174574934367,50600.0,0.022277158198200843
575,88.0,-8.834159090355126,50688.0,0.01702658923088827
576,88.0,-5.676401603582647,50776.0,0.017860707519999283
577,88.0,-5.182034769373675,50864.0,0.01655712412585589
578,88.0,-5.044366437168154,50952.0,0.030416445340961218
579,88.0,0.44812924926418973,51040.0,0.02675654216330837
580,88.0,0.9583975571472598,51128.0,0.013477786295962605
581,88.0,-2.939732610009381,51216.0,0.022985519566149873
582,88.0,-0.3813962221179781,51304.0,0.014423715352842753
583,88.0,-5.38148571280692,51392.0,0.01965237637473778
584,88.0,-0.9742412516700234,51480.0,0.024214013013988733
585,88.0,0.276080647177549,51568.0,0.017207851718095215
586,88.0,-2.59096752184404,51656.0,0.020575857784768396
587,88.0,-3.175505208109244,51744.0,0.01369235649789599
588,88.0,-0.8823959905684002,51832.0,0.0206945700020614
589,88.0,-3.731004114179223,51920.0,0.023007812930948356
590,88.0,6.689912185327372,52008.0,0.012047510509463873
591,88.0,1.160608834910823,52096.0,0.014255092436955734
592,88.0,-0.7436417244332016,52184.0,0.014158169590783391
593,88.0,-1.807893002633326,52272.0,0.027718907433815977
594,88.0,-1.395139162330091,52360.0,0.019940592052245684
595,88.0,0.8944315812368633,52448.0,0.018740834456614473
596,88.0,1.1464278351083816,52536.0,0.009513084501536056
597,88.0,1.7755807887818686,52624.0,0.01946307468990033
598,88.0,-1.8651579210974962,52712.0,0.013978790036741306
599,88.0,-2.464212191721099,52800.0,0.03982714787972244
600,88.0,-2.3190656103083978,52888.0,0.015974889784543353
601,88.0,0.6950319713305178,52976.0,0.01210664794780314
602,88.0,-0.7885833488631713,53064.0,0.023736649510365995
603,88.0,0.6870492174178411,53152.0,0.018740060802718454
604,88.0,-1.5531455470324722,53240.0,0.017665240236304024
605,88.0,2.8857157780546454,53328.0,0.016047419535673478
606,88.0,-2.719489499694461,53416.0,0.017141737954013726
607,88.0,2.777645829372066,53504.0,0.012488506734371185
608,88.0,1.054738849064591,53592.0,0.018339927985586903
609,88.0,2.1183399258402376,53680.0,0.02553592574655671
610,88.0,-5.452259335938923,53768.0,0.013871907616372813
611,88.0,-4.752279168398459,53856.0,0.015884091484953056
612,88.0,-4.023100745738074,53944.0,0.02012990652160211
613,88.0,-0.3372310780766137,54032.0,0.02527640407523987
614,88.0,6.209199466937299,54120.0,0.014956483236429367
615,88.0,-1.758069950694352,54208.0,0.01602494535671378
616,88.0,-8.735512433429037,54296.0,0.01833402249030769
617,88.0,2.2211193391707997,54384.0,0.01887234482406215
618,88.0,1.1699680871441438,54472.0,0.0158796224700795
619,88.0,-8.354363879826167,54560.0,0.02191768384496258
620,88.0,4.103525267681386,54648.0,0.01567992663264952
621,88.0,2.8736962156804076,54736.0,0.01854314081455496
622,88.0,-3.0216950776777836,54824.0,0.02731479140294885
623,88.0,-2.5085689174528154,54912.0,0.014830961802297017
624,88.0,-3.5236861746786228,55000.0,0.011676808903840456
625,88.0,-7.37502564162689,55088.0,0.028402876807376742
626,88.0,0.06800722876649856,55176.0,0.021301724228330633
627,88.0,-2.865707635817915,55264.0,0.01575214269740338
628,88.0,-2.420862899822665,55352.0,0.017058627235449174
629,88.0,4.04662075428319,55440.0,0.01836481885137883
630,88.0,-2.9234521704951772,55528.0,0.015265701338648796
631,88.0,-0.5017963668503485,55616.0,0.025615307946943423
632,88.0,-4.056923723569826,55704.0,0.015541465571996841
633,88.0,-2.143222704054237,55792.0,0.02418644237332046
634,88.0,6.665793470076892,55880.0,0.015139717778021639
635,88.0,-2.7258644327209662,55968.0,0.02873273037204688
636,88.0,-7.050846349202092,56056.0,0.01364407404749231
637,88.0,1.468694720441059,56144.0,0.027146885785358874
638,88.0,1.7905821300832976,56232.0,0.01201418215747584
639,88.0,-7.008200655430995,56320.0,0.01367724606428634
640,88.0,-1.473604756032664,56408.0,0.022002910496667027
641,88.0,-6.182514706615885,56496.0,0.018688662570308556
642,88.0,-4.469334779938267,56584.0,0.01588945206127722
643,88.0,-0.9795869762064384,56672.0,0.03182637647048316
644,88.0,-5.855649342089386,56760.0,0.017749230716038834
645,88.0,2.878783079874287,56848.0,0.022238267014141787
646,88.0,0.1100948014633325,56936.0,0.012635958253998648
647,88.0,1.702349879949379,57024.0,0.022435150839473037
648,88.0,-4.832872775542521,57112.0,0.017337462123991412
649,88.0,-4.610659263363951,57200.0,0.022916020867838102
650,88.0,-2.141341583743565,57288.0,0.021734257842498748
651,88.0,-12.175081251462794,57376.0,0.02295590261928737
652,88.0,4.817447073649225,57464.0,0.011211666066876867
653,88.0,0.06954657652562624,57552.0,0.011766851816157048
654,88.0,0.5331533039783833,57640.0,0.020659330554983833
655,88.0,4.0864157182264975,57728.0,0.025071669772098012
656,88.0,3.1166376591042866,57816.0,0.02153516609475694
657,88.0,-5.42674185877613,57904.0,0.0129142106320201
658,88.0,3.2118697286060254,57992.0,0.015260948058725759
659,88.0,3.8034666885596273,58080.0,0.04695862508378923
660,88.0,-3.6023918075398678,58168.0,0.026020108552818947
661,88.0,-1.3078047857140462,58256.0,0.024181096581742167
662,88.0,-4.669873033631038,58344.0,0.020171776667914608
663,88.0,-8.930188445157746,58432.0,0.03024702563627877
664,88.0,-2.334060631747371,58520.0,0.014692005913027308
665,88.0,-1.643894186239402,58608.0,0.016819216797805646
666,88.0,1.4498011652109153,58696.0,0.015034572983329947
667,88.0,-3.66304585268561,58784.0,0.031190811487084084
668,88.0,-2.117402001914029,58872.0,0.011598887006667528
669,88.0,1.3528299746466792,58960.0,0.02337891501586207
670,88.0,-4.789664500666614,59048.0,0.03915226296521723
671,88.0,-1.5426626467408397,59136.0,0.02292162971571088
672,88.0,1.4935262557334947,59224.0,0.01400324855719439
673,88.0,-6.781932316484164,59312.0,0.02281888417730277
674,88.0,-6.800002844320774,59400.0,0.01274084386585111
675,88.0,4.297103973359402,59488.0,0.024373201462863522
676,88.0,-3.1304826241702415,59576.0,0.010079365509392863
677,88.0,-3.7091035591714236,59664.0,0.02200521126558835
678,88.0,-1.3994750191958572,59752.0,0.043783123372122645
679,88.0,-3.4204744138234235,59840.0,0.02505124487321485
680,88.0,-2.1863381201934775,59928.0,0.018081429816613145
681,88.0,-8.528397731019096,60016.0,0.028012640753083608
682,88.0,8.914517290946065,60104.0,0.011743569672531025
683,88.0,5.676142157244868,60192.0,0.008572538245723328
684,88.0,-2.7927179679085747,60280.0,0.006972152676263993
685,88.0,-4.151605910734756,60368.0,0.006961483042687178
686,88.0,7.434155717046838,60456.0,0.007759424095804041
687,88.0,8.927638092548097,60544.0,0.006921951616690917
688,88.0,-0.3169580467104778,60632.0,0.007281975820660591
689,88.0,-1.6088713840629558,60720.0,0.007539076413112608
690,88.0,1.5623467673920053,60808.0,0.006742042288268832
691,88.0,2.8582649849682324,60896.0,0.006583086574788798
692,88.0,3.7270552563426875,60984.0,0.006933789827268232
693,88.0,2.75811748770053,61072.0,0.0068401985336095095
694,88.0,-0.5365883076128979,61160.0,0.007704825034703721
695,88.0,2.45205875997754,61248.0,0.007185510110999035
696,88.0,-2.304023247333932,61336.0,0.007180988174778494
697,88.0,2.6378334411166344,61424.0,0.007200744214721702
698,88.0,7.622038359047246,61512.0,0.006828672464259646
699,88.0,3.7068585340926727,61600.0,0.007195416615683247
700,88.0,3.8028677031670357,61688.0,0.007720774410038509
701,88.0,5.907126623362311,61776.0,0.005968866446478801
702,88.0,-2.8798559262664583,61864.0,0.007536317941478707
703,88.0,2.0855993746137207,61952.0,0.007103981820612468
704,88.0,2.589012904652786,62040.0,0.007985261290080169
705,88.0,3.4327245605763785,62128.0,0.007874021878127347
706,88.0,0.6318249893127312,62216.0,0.007272861157120628
707,88.0,-2.8670091378610127,62304.0,0.006524914917959409
708,88.0,6.207318571521961,62392.0,0.006525404349138791
709,88.0,2.9695129112398932,62480.0,0.0078081218737431545
710,88.0,2.95542576265186,62568.0,0.007225923600013961
711,88.0,2.5956499956792007,62656.0,0.00757512581450018
712,88.0,5.258086026225345,62744.0,0.006372054107487202
713,88.0,-0.3013161532305144,62832.0,0.00635005327322605
714,88.0,8.864448167870258,62920.0,0.007834579573351552
715,88.0,4.79870748197297,63008.0,0.010177902898497203
716,88.0,5.3620545277872385,63096.0,0.007895340074107728
717,88.0,5.342516112277414,63184.0,0.006649326448413459
718,88.0,6.595932280422896,63272.0,0.007978902325372805
719,88.0,9.372122156450601,63360.0,0.007001110881736333
720,88.0,6.908746948767037,63448.0,0.008271850836039945
721,88.0,6.4952062252831455,63536.0,0.007769992596215822
722,88.0,-0.42681434624327586,63624.0,0.008250445942394435
723,88.0,-3.110585635185796,63712.0,0.007590790586122735
724,88.0,4.971820057061273,63800.0,0.007629293747330931
725,88.0,-1.8166039813364776,63888.0,0.007143649621866643
726,88.0,1.8473065212180155,63976.0,0.007554183872839944
727,88.0,5.869776300198234,64064.0,0.006479925116185437
728,88.0,2.0142991332423863,64152.0,0.007435179146176035
729,88.0,11.003954029507813,64240.0,0.0068607626969672065
730,88.0,1.538798054285705,64328.0,0.0071690377927469935
731,88.0,0.9783740701106913,64416.0,0.007055569651790641
732,88.0,4.235799497479133,64504.0,0.007579982227815146
733,88.0,2.9289827803301405,64592.0,0.008298567834902893
734,88.0,5.881242295016735,64680.0,0.0075187952871519055
735,88.0,3.398627622457636,64768.0,0.008482332299040123
736,88.0,2.97970764518948,64856.0,0.008217459629205141
737,88.0,-2.4878579365635165,64944.0,0.007805640163662081
738,88.0,3.699337630713053,65032.0,0.007387658792801879
739,88.0,2.3658421708695667,65120.0,0.007624786410650069
740,88.0,1.8371374782700616,65208.0,0.0066381182458082385
741,88.0,-10.761161067862297,65296.0,0.0090247672686184
742,88.0,3.444120909673037,65384.0,0.007505081911486658
743,88.0,0.5477390487949374,65472.0,0.007397531828081066
744,88.0,-0.37108147885488596,65560.0,0.008409293135628104
745,88.0,5.807981246279558,65648.0,0.007265079660679807
746,88.0,6.702482485586425,65736.0,0.0076032903638075695
747,88.0,-0.8520405411592513,65824.0,0.01001721055416221
748,88.0,5.211879623449817,65912.0,0.02416295661929656
749,88.0,-6.450473521702999,66000.0,0.024274702861227772
750,88.0,-4.638223612673706,66088.0,0.033051477152515545
751,88.0,8.384442420693615,66176.0,0.01054459988054904
752,88.0,4.701208453033043,66264.0,0.010339006464081731
753,88.0,2.1267505152608432,66352.0,0.00894436426460743
754,88.0,-1.28866660266182,66440.0,0.007680805209516125
755,88.0,7.898896500681088,66528.0,0.007254975339905782
756,88.0,8.656773452463813,66616.0,0.008888338607820597
757,88.0,9.475038173473305,66704.0,0.008523925482718782
758,88.0,7.744452132236461,66792.0,0.007446421437304129
759,88.0,-6.860907804660708,66880.0,0.009476192274384877
760,88.0,6.054274834472211,66968.0,0.008761343196965754
761,88.0,3.708327303188059,67056.0,0.008467745670879429
762,88.0,0.21882774012739992,67144.0,0.007474521153860472
763,88.0,6.749476332221552,67232.0,0.007458173362961547
764,88.0,6.0502530635299046,67320.0,0.007922653870826418
765,88.0,3.3815054693064166,67408.0,0.010252872037447312
766,88.0,1.5338257289495831,67496.0,0.008390836354175752
767,88.0,-0.3494543466820452,67584.0,0.007950689463706856
768,88.0,7.9888546686827056,67672.0,0.007904753808609465
769,88.0,3.285420668782404,67760.0,0.007691562810743397
770,88.0,8.37956712005497,67848.0,0.008831419325857
771,88.0,5.389352519501191,67936.0,0.00812980126250874
772,88.0,0.8826648310259273,68024.0,0.007758451033044945
773,88.0,3.5641522637321508,68112.0,0.0068870390320874076
774,88.0,8.193951144537799,68200.0,0.007966577922078695
775,88.0,2.7734034192310935,68288.0,0.00893696018663997
776,88.0,11.818358205554823,68376.0,0.008209156306375835
777,88.0,6.508783888859552,68464.0,0.007471808496947316
778,88.0,10.871674968027696,68552.0,0.00766537205146795
779,88.0,3.420443545001544,68640.0,0.0083441389512948
780,88.0,5.706698365603792,68728.0,0.008749352344735102
781,88.0,7.485386702966423,68816.0,0.006984758931635456
782,88.0,7.386166375804805,68904.0,0.00784559344703501
783,88.0,4.100689410188775,68992.0,0.009469479639929805
784,88.0,7.654875287145199,69080.0,0.00793822204948149
785,88.0,4.748224998604034,69168.0,0.008194883946668018
786,88.0,8.468168629814233,69256.0,0.007652375476688824
787,88.0,1.9689549540009512,69344.0,0.007693280899812552
788,88.0,7.931282505315728,69432.0,0.008232533741234378
789,88.0,6.07592614296262,69520.0,0.009429710134017196
790,88.0,6.196931293846895,69608.0,0.007640099174089052
791,88.0,2.6854230186406385,69696.0,0.007280241613360969
792,88.0,2.8386784169755117,69784.0,0.008951583517376672
793,88.0,4.589175514391445,69872.0,0.008248035605488853
794,88.0,7.688834866447353,69960.0,0.008709453120404347
795,88.0,6.993322521312284,70048.0,0.008769729164090346
796,88.0,7.693276386991643,70136.0,0.010251476027240808
797,88.0,3.5935388858610757,70224.0,0.007575593222017315
798,88.0,-0.5748920246981157,70312.0,0.008950798370113427
799,88.0,0.5608857478422786,70400.0,0.008031711469150403
800,88.0,4.251170049980171,70488.0,0.010322996775027026
801,88.0,7.483482893458087,70576.0,0.00875134488821707
802,88.0,3.9397962800138533,70664.0,0.009513380894945427
803,88.0,6.678991717873278,70752.0,0.008522542722692544
804,88.0,-1.699404679339627,70840.0,0.009443487485193393
805,88.0,6.807864290112105,70928.0,0.010025957578115842
806,88.0,2.683257265809668,71016.0,0.009510255270552907
807,88.0,7.718272685338915,71104.0,0.009171059418638999
808,88.0,0.6448041383869043,71192.0,0.0212243219668215
809,88.0,3.3684052784537197,71280.0,0.017158336302434855
810,88.0,7.328294882765999,71368.0,0.008008096663450653
811,88.0,3.5532855090667654,71456.0,0.008103768679906021
812,88.0,4.251223443920697,71544.0,0.009659824046221647
813,88.0,7.1657490863629505,71632.0,0.009195149886760522
814,88.0,3.6721020189848925,71720.0,0.009574611523103986
815,88.0,8.16373082818795,71808.0,0.0075311665423214436
816,88.0,6.114421422734702,71896.0,0.008592705432833596
817,88.0,7.207720313359071,71984.0,0.00805842431939461
818,88.0,5.711591582483582,72072.0,0.008566871063191105
819,88.0,7.37684187714361,72160.0,0.007601694235662845
820,88.0,6.519509015483866,72248.0,0.007456361273811622
821,88.0,0.13905273041887245,72336.0,0.008021702693605965
822,88.0,7.007391559789824,72424.0,0.006988427633504299
823,88.0,4.456569684761185,72512.0,0.0073230632538483905
824,88.0,8.086426888550163,72600.0,0.0076329808216542006
825,88.0,10.393633919367005,72688.0,0.009402430489320646
826,88.0,7.968158645211428,72776.0,0.008440181824632666
827,88.0,6.803587037409951,72864.0,0.009154833683913404
828,88.0,3.1587170294776117,72952.0,0.007988154020329768
829,88.0,9.688884475320252,73040.0,0.008056706135076556
830,88.0,5.541283882404015,73128.0,0.010097421896220609
831,88.0,4.008289537520048,73216.0,0.009830368407578631
832,88.0,2.950970579359102,73304.0,0.00829733897593211
833,88.0,7.971664482595438,73392.0,0.008276279698210683
834,88.0,-0.2670139115230905,73480.0,0.008205673382194205
835,88.0,2.9287169281499743,73568.0,0.008561972930858081
836,88.0,3.8282360156569,73656.0,0.007942792028188705
837,88.0,1.7710627049799639,73744.0,0.00836287936280397
838,88.0,8.670012934255546,73832.0,0.008596565510908311
839,88.0,8.417224676220467,73920.0,0.00969414901919663
840,88.0,9.816120566333659,74008.0,0.008589552228593013
841,88.0,5.170226728491645,74096.0,0.008156088392504236
842,88.0,3.569110986034744,74184.0,0.007463475689291954
843,88.0,2.801556544547509,74272.0,0.007987199330025098
844,88.0,4.6031465807076355,74360.0,0.007834443314508959
845,88.0,8.869632469904989,74448.0,0.00785025049381974
846,88.0,3.8144188755416306,74536.0,0.008495195747607133
847,88.0,5.180389729462379,74624.0,0.008129089837893844
848,88.0,7.122880222653778,74712.0,0.007312886946072633
849,88.0,-0.49834496266341066,74800.0,0.008657714860005812
850,88.0,4.586544429273707,74888.0,0.007762311873110858
851,88.0,8.258448709106204,74976.0,0.008223836712369864
852,88.0,-2.776543968161544,75064.0,0.007857333360747858
853,88.0,5.488937836567405,75152.0,0.007596249110065401
854,88.0,10.756145135806655,75240.0,0.009120827244425362
855,88.0,0.9559859118525482,75328.0,0.008123915875330567
856,88.0,-9.517488586102324,75416.0,0.05915312265807932
857,88.0,8.476821135892411,75504.0,0.01808423333039338
858,88.0,6.316725312681314,75592.0,0.01244953524490649
859,88.0,7.467812292927533,75680.0,0.010393204040486704
860,88.0,5.7229839885443745,75768.0,0.008737655123695731
861,88.0,5.9997503953183084,75856.0,0.00937246092044833
862,88.0,6.180294646130205,75944.0,0.009079215667125854
863,88.0,10.543582998022138,76032.0,0.00807504650120708
864,88.0,6.527904217095156,76120.0,0.00841135840693658
865,88.0,-0.1079510085670563,76208.0,0.008376490938561883
866,88.0,9.116725704300581,76296.0,0.00879507926716046
867,88.0,1.293662020695879,76384.0,0.008985752303322608
868,88.0,8.235675418019053,76472.0,0.008045289644294164
869,88.0,10.004108241021703,76560.0,0.01009921909479255
870,88.0,8.746977599516526,76648.0,0.008876261555335739
871,88.0,10.258409092193869,76736.0,0.008221952498636463
872,88.0,3.9525109957721423,76824.0,0.008637621257962151
873,88.0,3.1913224395935043,76912.0,0.009217659498310903
874,88.0,10.632508541567182,77000.0,0.008649623815224251
875,88.0,4.971396378390174,77088.0,0.007231799144805832
876,88.0,7.184986221593329,77176.0,0.008151993197812275
877,88.0,7.243309232782877,77264.0,0.008235216902738268
878,88.0,7.4449837597929545,77352.0,0.0092874551191926
879,88.0,5.192114463258967,77440.0,0.00959951407276094
880,88.0,9.61554687622404,77528.0,0.008443100885911421
881,88.0,11.447139576904776,77616.0,0.008937988684258678
882,88.0,9.434107394981579,77704.0,0.008241928595287556
883,88.0,0.5337996410843688,77792.0,0.007533193449489772
884,88.0,9.720656335250167,77880.0,0.008336367350156334
885,88.0,6.712414051647298,77968.0,0.009851270355284214
886,88.0,2.7724219016871547,78056.0,0.009092687417499044
887,88.0,7.518892973894204,78144.0,0.008024574447931214
888,88.0,4.224501046809674,78232.0,0.009575140958821232
889,88.0,10.124324273080656,78320.0,0.009018378162925894
890,88.0,9.283468303937324,78408.0,0.009318961402062665
891,88.0,3.6983233660291948,78496.0,0.00737081023610451
892,88.0,5.619372890263395,78584.0,0.007122330854392864
893,88.0,5.614063918506834,78672.0,0.03876897411166944
894,88.0,-9.745077838494907,78760.0,0.02989851598712531
895,88.0,5.6699549823736906,78848.0,0.03026996360329742
896,88.0,3.6213452782661406,78936.0,0.0384939695623788
897,88.0,3.145794405376038,79024.0,0.012244655031033537
898,88.0,6.460952959666325,79112.0,0.009331250055269762
899,88.0,6.220774837258349,79200.0,0.007398695600303737
900,88.0,10.952570905737852,79288.0,0.008812162686478008
901,88.0,9.97717490674136,79376.0,0.008927576413208788
902,88.0,9.832303234837235,79464.0,0.009368019580671733
903,88.0,6.97580156087911,79552.0,0.007721219698644497
904,88.0,9.607700162220329,79640.0,0.00843339062041857
905,88.0,6.79436048766605,79728.0,0.007829907604239204
906,88.0,7.7386933536399525,79816.0,0.009754377512515268
907,88.0,5.0136681633716265,79904.0,0.009121285560964183
908,88.0,9.526606564118769,79992.0,0.007737549233504317
909,88.0,7.807330972195148,80080.0,0.008505814518271522
910,88.0,3.6357278721678554,80168.0,0.008057874320498244
911,88.0,4.468377379878968,80256.0,0.00961332285607403
912,88.0,6.836723986042724,80344.0,0.009284493259408257
913,88.0,4.8393790675905475,80432.0,0.008280164731497114
914,88.0,2.9862245575805337,80520.0,0.008766022277995944
915,88.0,4.347882071764657,80608.0,0.008594973139803518
916,88.0,7.78385017666495,80696.0,0.008614020803096619
917,88.0,6.133649106679195,80784.0,0.00804720184003765
918,88.0,6.637205177725252,80872.0,0.008578414330258965
919,88.0,8.236178434086643,80960.0,0.0083382558289238
920,88.0,6.687848880333085,81048.0,0.009172999300062656
921,88.0,4.441061058610369,81136.0,0.00951469725590538
922,88.0,9.408870206825963,81224.0,0.00854397740807723
923,88.0,9.087934666948174,81312.0,0.010437748712402854
924,88.0,1.2818289305903159,81400.0,0.009424272776496682
925,88.0,5.166013480850633,81488.0,0.009137427984652195
926,88.0,4.8591549409182795,81576.0,0.00881770799275149
927,88.0,8.422095810333081,81664.0,0.008663603104650974
928,88.0,8.867165860508944,81752.0,0.009082164086232131
929,88.0,4.865559620590481,81840.0,0.009484386611306532
930,88.0,1.3543607259848272,81928.0,0.01189823719588193
931,88.0,2.5600923184213658,82016.0,0.008618622171607885
932,88.0,6.727354677427723,82104.0,0.008853888329626485
933,88.0,10.915105580758953,82192.0,0.008932080331512472
934,88.0,3.359232511815547,82280.0,0.008455572819167917
935,88.0,10.608545536724106,82368.0,0.010080907832492481
936,88.0,7.77380010676273,82456.0,0.00801360097036443
937,88.0,11.166542452193267,82544.0,0.008668475212867965
938,88.0,12.36740909982866,82632.0,0.008891740612770345
939,88.0,8.26640096913835,82720.0,0.008852316553450444
940,88.0,-0.8064326552719949,82808.0,0.00894128304736858
941,88.0,8.776897854137477,82896.0,0.012292494150725279
942,88.0,9.214846590575872,82984.0,0.009793437932702627
943,88.0,8.315881390679356,83072.0,0.009283739015121351
944,88.0,8.777026711367496,83160.0,0.00868955080990087
945,88.0,7.091344084802877,83248.0,0.008462150115519762
946,88.0,9.185477630130423,83336.0,0.008863117270679637
947,88.0,9.296796364048216,83424.0,0.010580849516290155
948,88.0,6.512993657468289,83512.0,0.009382582650604572
949,88.0,6.364315183251426,83600.0,0.00851430911147459
950,88.0,10.15627681296714,83688.0,0.009434383764693683
951,88.0,8.94316376481606,83776.0,0.010038395772095431
952,88.0,12.33959706557564,83864.0,0.008870257953689857
953,88.0,6.874365018286696,83952.0,0.008593908743932843
954,88.0,9.699852534884482,84040.0,0.008802971675653349
955,88.0,6.302133524851524,84128.0,0.007554062303494324
956,88.0,7.059812516454318,84216.0,0.009591316888955507
957,88.0,9.349127183981324,84304.0,0.008045486343855207
958,88.0,4.060874340239317,84392.0,0.008217073617164384
959,88.0,8.855948774975612,84480.0,0.009093095834197646
960,88.0,6.8209592400782775,84568.0,0.008060338991609487
961,88.0,6.617859104157839,84656.0,0.008633631514385343
962,88.0,10.375356643353552,84744.0,0.009821491294794461
963,88.0,9.858658753851916,84832.0,0.008336767279119655
964,88.0,10.668153367522146,84920.0,0.008500744927335869
965,88.0,14.419863894157764,85008.0,0.008714335081590847
966,88.0,11.939857902613227,85096.0,0.011320624161850323
967,88.0,6.925117376131439,85184.0,0.010035070463676344
968,88.0,6.974522541987207,85272.0,0.009998614984479818
969,88.0,6.655428678144602,85360.0,0.00882235755720599
970,88.0,7.27611438297006,85448.0,0.009418581781739538
971,88.0,6.968322342978691,85536.0,0.00941398255103691
972,88.0,13.466073173814584,85624.0,0.008856861365281722
973,88.0,5.215315210103885,85712.0,0.008716642009941015
974,88.0,10.217535010102935,85800.0,0.009032174161720004
975,88.0,5.3689126170642965,85888.0,0.01068897278640758
976,88.0,9.550873470227668,85976.0,0.008549909414300188
977,88.0,11.687318213389037,86064.0,0.00835186755284667
978,88.0,8.218288177390765,86152.0,0.00856453205712817
979,88.0,4.430751100903521,86240.0,0.008297598963095383
980,88.0,7.040159646379479,86328.0,0.009732096604156222
981,88.0,11.610727319629047,86416.0,0.01001893982968547
982,88.0,4.406649362968222,86504.0,0.00879529228603298
983,88.0,4.132156561324305,86592.0,0.010164209091189232
984,88.0,13.811702779460752,86680.0,0.009609460206279024
985,88.0,6.075797508704849,86768.0,0.009086507753553715
986,88.0,7.211277464398247,86856.0,0.009241805052046071
987,88.0,14.385514357958597,86944.0,0.009468452221798625
988,88.0,1.744766448804505,87032.0,0.007431372640315782
989,88.0,11.11633589381138,87120.0,0.008367067753252659
990,88.0,7.00214358020771,87208.0,0.010399161033671011
991,88.0,8.983157988876593,87296.0,0.008805760838599368
